25461217,VEEG models of seizure frequency--do SSRI medications or vitamin D supplements alter seizure collections?,2014-10-05
25461216,Autistic characteristics in adults with epilepsy.,2014-07-06
25461214,Clinical experience with perampanel: focus on psychiatric adverse effects.,2014-08-29
25461212,Disobedience and driving in patients with epilepsy in Greece.,2014-08-19
25461210,Safety and efficacy of adjunctive lacosamide among patients with partial-onset seizures in a long-term open-label extension trial of up to 8 years.,2014-07-02
25461208,Orientation and disorientation: lessons from patients with epilepsy.,2014-08-08
25461205,Efficacy of once-daily extended-release topiramate (USL255): a subgroup analysis based on the level of treatment resistance.,2014-06-09
25461204,Kainate-induced epileptogenesis alters circular hole board learning strategy but not the performance of C57BL/6J mice.,2014-08-17
25461203,Epilepsy matters!,2014-09-12
25461202,Validation of the Hamilton Rating Scale for Depression in adults with epilepsy.,2014-06-02
25461201,Use of the DISCERN tool for evaluating web searches in childhood epilepsy.,2014-07-29
25461200,"Safety, Awareness, and Familiarity regarding Epilepsy in Teenage Years (SAFETY): understanding the adolescents' perspective about their disease.",2014-07-23
25461199,Displaced aggression predicts switching deficits in people with temporal lobe epilepsy.,2014-06-25
25461196,"Long-term epilepsy surgery outcomes in patients with PET-positive, MRI-negative temporal lobe epilepsy.",2014-08-01
25461195,"Diagnoses, procedures, drug utilization, comorbidities, and cost of health care for people with epilepsy in 2012.",2014-06-04
25458534,Role of CB2 receptors and cGMP pathway on the cannabinoid-dependent antiepileptic effects in an in vivo model of partial epilepsy.,2014-06-04
25458187,A letter to the editor-in-chief congratulating him on fifteen years of hard work on one of the most relevant clinical neuroscience journals in publication.,2014-10-06
25458186,"Comments on Devinsky O, Lai G. Spirituality and religion in epilepsy. Epilepsy & behavior 2008;12:636-643.",2014-10-06
25458184,"Introduction to the ""15th anniversary issue"" of Epilepsy & behavior.",2014-09-25
25457266,"A cohort study of epilepsy among 665,000 insured dogs: incidence, mortality and survival after diagnosis.",2014-04-15
25456349,Antiepileptogenic and neuroprotective effects of losartan in kainate model of temporal lobe epilepsy.,2014-03-25
25456300,Corpus callosotomy for childhood-onset drug-resistant epilepsy unresponsive to vagus nerve stimulation.,2014-06-20
25455561,Transductive domain adaptive learning for epileptic electroencephalogram recognition.,2013-11-12
25454504,Screening for mental health disorders in active childhood epilepsy: population-based data.,2014-06-12
25454502,Effectiveness of levetiracetam use following resective surgery in patients with refractory epilepsy: a prospective observational study.,2014-04-07
25454501,Valproate treatment normalizes EEG functional connectivity in successfully treated idiopathic generalized epilepsy patients.,2014-06-25
25453555,Significance of Epilepsy & behavior: my personal experience and views.,2014-09-22
25453554,Epilepsy comorbidities: into the limelight.,2014-09-22
25453552,Epilepsy & behavior: 15th anniversary research on omega-3 fatty acids for epilepsy.,2014-09-22
25453551,"Epilepsy & behavior: congratulations on your ""sweet fifteen"".",2014-09-01
25453550,15th anniversary of Epilepsy & behavior: Challenging the complexities of epilepsies through real transdisciplinary research.,2014-09-26
25453549,Some thoughts on 15 years of Epilepsy & behavior.,2014-09-22
25453546,Comments on Ortinski P et al. Cognitive side effects of antiepileptic drugs. Epilepsy & behavior 2004;5(Suppl. 1):S60-65.,2014-09-18
25453545,Comments on Beyenburg S et al. Anxiety in patients with epilepsy: systematic review and suggestions for clinical management. Epilepsy & behavior 2005;7:161-171.,2014-09-18
25453544,The most cited and downloaded papers in Epilepsy & behavior over its first 15 years.,2014-09-25
25453222,Do antipsychotic drugs increase seizure frequency in epilepsy patients?,2014-06-01
25451670,MR screening of candidates for thrombolysis: How to identify stroke mimics?,2014-05-02
25450531,Comments on Reuber et al. Psychogenic nonepileptic seizures: review and update. Epilepsy & behavior 2003;4:205-216.,2014-09-17
25449365,"Response to ""Asymmetric dimethylarginine and vascular risk in patients treated with antiepileptic drugs"".",2014-12-03
25449364,"Response to ""About focal cortical dysplasia (FCD) type IIIa"".",2014-12-03
25449093,[A pedigree with familial cortical myoclonic epilepsy].,2014-12-03
25449067,[Clinical features and PRRT2 mutations in infantile convulsions with paroxysmal choreoathetosis].,2014-12-03
25446620,Role of histaminergic system in blood-brain barrier dysfunction associated with neurological disorders.,2014-10-06
25445239,"Passive fMRI mapping of language function for pediatric epilepsy surgical planning: validation using Wada, ECS, and FMAER.",2014-05-07
25445238,Differences in graph theory functional connectivity in left and right temporal lobe epilepsy.,2014-06-04
25445183,"What is the role for EEG after sleep deprivation in the diagnosis of  epilepsy? Issues, controversies, and future directions.",2014-02-12
25444891,A high risk of hyperlipidemia in epilepsy patients: a nationwide population-based cohort study.,2014-05-29
25443723,"Concentration of Il-1β, Il-2, Il-6, TNFα in the blood serum in children with generalized epilepsy treated by valproate.",2014-04-14
25443451,The relationship between hippocampal volumes and nonverbal memory in patients with medial temporal lobe epilepsy.,2014-05-15
25443450,Seizure outcome in 175 patients with juvenile myoclonic epilepsy--a long-term observational study.,2013-11-20
25442425,Enantioselective pharmacodynamic and pharmacokinetic analysis of two chiral CNS-active carbamate derivatives of valproic acid.,2014-09-30
25441507,Applications of blood-oxygen-level-dependent functional magnetic resonance imaging and diffusion tensor imaging in epilepsy.,2014-12-03
25440840,Epilepsy & behavior: making people with epilepsy the focus.,2014-09-10
25440838,My personal history with Epilepsy & behavior.,2014-08-27
25440837,Intellectual glasnost at the interface.,2014-09-05
25440835,Happy anniversary from founding associate editor Dr. Orrin Devinsky.,2014-12-03
25440833,Comments on Loddenkemper et al. Lateralizing signs during seizures in focal epilepsy. Epilepsy & behavior 2005;7:1-17.,2014-08-01
25440832,Comments on Hughes JR. The Mozart effect. Epilepsy & behavior 2001;2:369-417.,2014-08-11
25440831,"Comments on Jones JE et al. Rates and risk factors for suicide, suicidal ideation, and suicide attempts in chronic epilepsy. Epilepsy & Behavior 2003;4(Suppl. 3):S31-38.",2014-08-19
25440830,"Commentary on Szaflarski's ""Social determinants of health in epilepsy"" in Epilepsy & Behavior.",2014-08-25
25440828,The new approach to classification: rethinking cognition and behavior in epilepsy.,2014-09-01
25439727,"A peroxisomal disorder of severe intellectual disability, epilepsy, and cataracts due to fatty acyl-CoA reductase 1 deficiency.",2014-07-31
25439575,"American Board of Psychiatry and Neurology certification in epilepsy: just what the doctor ordered, another board examination.",2014-07-23
25439498,Symmetric thalamic lesions in a patient with a myoclonic epilepsy with ragged red fibers-Leigh spectrum phenotype due to the m.A8344G mutation.,2014-06-20
25439496,Withdrawal of medical marijuana.,2014-08-10
25439350,Impact of physical exercise therapy on behavioral and psychosocial aspects of epilepsy.,2014-08-15
25439348,Comments on Harden CL et al. A pilot study of mood in epilepsy patients treated with vagus nerve stimulation. Epilepsy & behavior 2000;1:93-99.,2014-08-11
25439347,Comments on De Boer JE et al. The global burden and stigma of epilepsy. Epilepsy & behavior 2008;12:540-546.,2014-08-17
25438980,PureEEG: automatic EEG artifact removal for epilepsy monitoring.,2014-06-20
25434958,Minimally invasive techniques for epilepsy surgery: stereotactic radiosurgery and other technologies.,2014-12-02
25433062,[Patients with intractable epilepsy who achieved good seizure control after craniotomy instead of vagal nerve stimulation].,2014-11-30
25432280,Phenylephrine potentiates the anticonvulsant effect and neutralizes the sedative effect of diazepam in rats upon combined intragastric administration.,2013-01-09
25431163,Epilepsy surgery in patients with bilateral temporal lobe seizures: a systematic review.,2014-09-30
25425239,"Economic cost of treatment of childhood epilepsy in Enugu, southeast Nigeria.",2014-11-27
25420399,"Head trauma and posttraumatic epilepsy in Slavonski Brod, East Croatia, 1988-2008.",2014-11-26
25419338,Difficult to control epilepsy in young female: a common problem in a low resource setting.,2014-06-15
25415671,Preictal dynamics of EEG complexity in intracranially recorded epileptic seizure: a case report.,2014-11-22
25412652,Prevalence and incidence of epilepsy in Italy based on a nationwide database.,2014-07-25
25410734,Aberrant expression of miR-218 and miR-204 in human mesial temporal lobe epilepsy and hippocampal sclerosis-convergence on axonal guidance.,2014-09-15
25410633,Efficacy of a psychological online intervention for depression in people with epilepsy: a randomized controlled trial.,2014-09-09
25410455,"Antiepileptic drugs patterns in elderly inpatients in a Brazilian tertiary center, Salvador, Brazil.",2014-03-01
25410447,Rolandic epilepsy and dyslexia.,2014-01-10
25410445,Is rolandic epilepsy really benign?,2014-09-19
25410361,Neural ECM and epilepsy.,2014-11-21
25407073,[Confluence of dementia and epilepsy pathologies].,2014-11-20
25407069,[Professor Hans Otto Lüders].,2014-11-20
25406908,[Rare cases of reflex epilepsy in patients with gliomas of the left hemisphere].,2014-11-20
25406819,[Fragile from an early age: osteoporosis in a child with multiple severe disabilities].,2014-11-20
25406551,[Clinical features and genome-wide copy number variation analysis in 60 children with early-onset epileptic encephalopathies of unknown cause].,2014-11-20
25404339,Network dynamics of the brain and influence of the epileptic seizure onset zone.,2014-11-19
25403066,[West syndrome associated with epileptic negative myoclonus].,2014-11-19
25403064,[Importance of measuring blood level of lamotrigine for optimum dosing schedule].,2014-11-19
25398822,Juvenile myoclonic epilepsy is not associated with the DRPLA gene in a European population.,2014-11-16
25391480,Catastrophic childhood epilepsy: a recent convergence of basic and clinical neuroscience.,2014-11-14
25391199,Rare epileptic syndrome of ring chromosome 20 with epileptic encephalopathy: a case report.,2014-11-14
25391183,Quality of life in adolescent absence epilepsy at Queen Sirikit National Institute of Child Health.,2014-11-14
25385905,Self-perceived seizure precipitants among patients with epilepsy in Middle-belt of Nigeria.,2014-11-12
25384100,Silas Weir Mitchell on epilepsy therapy in the late 19th to early 20th centuries.,2014-11-11
25383319,Functional neuroimaging abnormalities in idiopathic generalized epilepsy.,2014-07-09
25382847,Commentary: Operational Definition of Epilepsy survey.,2014-11-11
25382823,Commentary: Operational Definition of Epilepsy survey.,2014-11-11
25382795,From the editors: Epilepsia's 2014 Operational Definition of Epilepsy survey.,2014-08-27
25381295,Vigabatrin retinal toxicity in children with infantile spasms: An observational cohort study.,2014-11-09
25379446,Independent contribution of individual white matter pathways to language function in pediatric epilepsy patients.,2014-06-17
25379442,Cerebellar language mapping and cerebral language dominance in pediatric epilepsy surgery patients.,2014-03-06
25378166,Permittivity coupling across brain regions determines seizure recruitment in partial epilepsy.,2014-11-08
25378155,Impaired action potential initiation in GABAergic interneurons causes hyperexcitable networks in an epileptic mouse model carrying a human Na(V)1.1 mutation.,2014-11-08
25378101,A White Paper on the medical and social needs of people with epilepsy and intellectual disability: the Task Force on Intellectual Disabilities and Epilepsy of the International League Against Epilepsy.,2014-09-23
25377998,Long-term outcome in children with infantile spasms treated with vigabatrin: a cohort of 180 patients.,2014-09-22
25377892,A reliable and time-saving semiautomatic spike-template-based analysis of interictal EEG-fMRI.,2014-09-16
25377760,"Seizure expression, behavior, and brain morphology differences in colonies of Genetic Absence Epilepsy Rats from Strasbourg.",2014-09-16
25377755,Medicinal marijuana for epilepsy: a case series study.,2014-11-08
25377513,Commentary: Genetic testing in epilepsy: what do patients and families want to know?,2014-11-08
25377429,"Safety, tolerability, and pharmacokinetics of pregabalin in children with refractory partial seizures: a phase 1, randomized controlled study.",2014-09-08
25377133,The diagnostic accuracy of screening questionnaires for the identification of adults with epilepsy: a systematic review.,2014-08-26
25377007,"The Kv1.1 null mouse, a model of sudden unexpected death in epilepsy (SUDEP).",2014-08-07
25375069,"Premature deaths among children with epilepsy - South Carolina, 2000-2011.",2014-11-07
25373122,"Association of zolpidem use and subsequent increased risk of epilepsy: a population-based, case-control study.",2013-12-18
25372290,Impact of the superoxide dismutase 2 Val16Ala polymorphism on the relationship between valproic acid exposure and elevation of γ-glutamyltransferase in patients with epilepsy: a population pharmacokinetic-pharmacodynamic analysis.,2014-06-11
25371938,Preface.,2014-11-06
25371937,Epilepsy. Foreword.,2014-11-06
25371468,Glenohumeral arthrodesis for the treatment of recurrent shoulder instability in epileptic patients.,2014-11-06
25370443,Dysfunction of hippocampal interneurons in epilepsy.,2014-06-16
25369316,Application of high-frequency Granger causality to analysis of epileptic seizures and surgical decision making.,2014-09-08
25367666,Pharmacoresistant partial-onset epilepsy misdiagnosed as panic disorder: a case report.,2014-11-05
25366924,ILAE focal cortical dysplasia type IIIc in the ictal onset zone in epileptic patients with solitary meningioangiomatosis.,2014-11-05
25366914,[Cellular and molecular mechanisms underlying aberrant network reorganization in the epileptic brain].,2014-11-05
25366422,"""Subtotal"" hemispherectomy in children with intractable focal epilepsy.",2014-09-21
25366369,7T MRI features in control human hippocampus and hippocampal sclerosis: an ex vivo study with histologic correlations.,2014-09-05
25366014,Seizure freedom after lamotrigine rash: a peculiar phenomenon in epilepsy.,2014-11-05
25362483,"Mutations in STX1B, encoding a presynaptic protein, cause fever-associated epilepsy syndromes.",2014-02-13
25361780,DRESS associated with perampanel administration in a child with drug-resistant epilepsy.,2014-11-02
25361775,A homozygous splice-site mutation in CARS2 is associated with progressive myoclonic epilepsy.,2014-11-02
25361725,'You sit in fear': understanding perceptions of nodding syndrome in post-conflict northern Uganda.,2014-05-30
25359500,Laser ablation as treatment strategy for medically refractory dominant insular epilepsy: therapeutic and functional considerations.,2014-01-22
25359168,"Different surgical approaches for mesial temporal epilepsy: resection extent, seizure, and neuropsychological outcomes.",2014-03-24
25358872,Surgical treatment of MRI-negative temporal lobe epilepsy based on PET: a retrospective cohort study.,2013-11-13
25358847,Gamma knife radiosurgery of paracentral epilepsy.,2014-01-13
25358753,Commentary: Epilepsia's Wada survey.,2014-11-01
25358674,Commentary: Epilepsia's Wada survey.,2014-11-01
